athlete_NOC,NOC_for_join,NOC_clean,Year,Gold_ath,Silver_ath,Bronze_ath,Total_ath,Gold_off,Silver_off,Bronze_off,Total_off,Rank,diff_Gold,diff_Silver,diff_Bronze,diff_Total,abs_diff_sum,match_status
GAM,GAM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GBR,Great Britain,Great Britain,2000,7,11,10,28,11,10,7,28,10,-4,1,3,0,8,DIFFER
GBS,GBS,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GEO,Georgia,Georgia,2000,6,0,0,6,0,0,6,6,68,6,0,-6,0,12,DIFFER
GEQ,GEQ,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GER,Germany,Germany,2000,26,13,17,56,13,17,26,56,5,13,-4,-9,0,26,DIFFER
GHA,GHA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GRE,Greece,Greece,2000,3,4,6,13,4,6,3,13,17,-1,-2,3,0,6,DIFFER
GRN,GRN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUA,GUA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUI,GUI,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUM,GUM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUY,GUY,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HAI,HAI,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HKG,HKG,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HON,HON,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HUN,Hungary,Hungary,2000,3,8,6,17,8,6,3,17,13,-5,2,3,0,10,DIFFER
INA,Indonesia,Indonesia,2000,2,1,3,6,1,3,2,6,38,1,-2,1,0,4,DIFFER
IND,India,India,2000,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
IOA,IOA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
IRI,Iran,Iran,2000,1,3,0,4,3,0,1,4,27,-2,3,-1,0,6,DIFFER
IRL,Ireland,Ireland,2000,0,0,1,1,0,1,0,1,64,0,-1,1,0,2,DIFFER
IRQ,IRQ,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISL,Iceland,Iceland,2000,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
ISR,Israel,Israel,2000,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
ISV,ISV,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ITA,Italy,Italy,2000,13,13,8,34,13,8,13,34,7,0,5,-5,0,10,DIFFER
IVB,IVB,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JAM,Jamaica,Jamaica,2000,3,0,6,9,0,6,3,9,54,3,-6,3,0,12,DIFFER
JOR,JOR,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JPN,Japan,Japan,2000,5,5,8,18,5,8,5,18,15,0,-3,3,0,6,DIFFER
KAZ,Kazakhstan,Kazakhstan,2000,0,3,4,7,3,4,0,7,22,-3,-1,4,0,8,DIFFER
KEN,Kenya,Kenya,2000,2,2,3,7,2,3,2,7,29,0,-1,1,0,2,DIFFER
KGZ,Kyrgyzstan,Kyrgyzstan,2000,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
KOR,South Korea,South Korea,2000,10,8,10,28,8,10,10,28,12,2,-2,0,0,4,DIFFER
KSA,Saudi Arabia,Saudi Arabia,2000,1,0,1,2,0,1,1,2,61,1,-1,0,0,2,DIFFER
KUW,Kuwait,Kuwait,2000,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
LAO,LAO,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LAT,Latvia,Latvia,2000,1,1,1,3,1,1,1,3,44,0,0,0,0,0,MATCH
LBA,LBA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBR,LBR,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LCA,LCA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LES,LES,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIB,LIB,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIE,LIE,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LTU,Lithuania,Lithuania,2000,3,2,0,5,2,0,3,5,33,1,2,-3,0,6,DIFFER
LUX,LUX,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAD,MAD,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAR,Morocco,Morocco,2000,4,0,1,5,0,1,4,5,58,4,-1,-3,0,8,DIFFER
MAS,MAS,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAW,MAW,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MDA,Moldova,Moldova,2000,1,0,1,2,0,1,1,2,61,1,-1,0,0,2,DIFFER
MDV,MDV,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MEX,Mexico,Mexico,2000,3,1,2,6,1,2,3,6,40,2,-1,-1,0,4,DIFFER
MGL,MGL,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MKD,Macedonia,Macedonia,2000,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
MLI,MLI,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLT,MLT,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MON,MON,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MOZ,Mozambique,Mozambique,2000,0,1,0,1,1,0,0,1,50,-1,1,0,0,2,DIFFER
MRI,MRI,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MTN,MTN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MYA,MYA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NAM,NAM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NCA,NCA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NED,Netherlands,Netherlands,2000,4,12,9,25,12,9,4,25,8,-8,3,5,0,16,DIFFER
NEP,NEP,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NGR,Nigeria,Nigeria,2000,0,1,2,3,1,2,0,3,41,-1,-1,2,0,4,DIFFER
NIG,NIG,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NOR,Norway,Norway,2000,3,4,3,10,4,3,3,10,19,-1,1,0,0,2,DIFFER
NRU,NRU,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NZL,New Zealand,New Zealand,2000,3,1,0,4,1,0,3,4,46,2,1,-3,0,6,DIFFER
OMA,OMA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAK,PAK,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAN,PAN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAR,PAR,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PER,PER,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PHI,PHI,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PLE,PLE,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PLW,PLW,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PNG,PNG,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
POL,Poland,Poland,2000,3,6,5,14,6,5,3,14,14,-3,1,2,0,6,DIFFER
POR,Portugal,Portugal,2000,2,0,0,2,0,0,2,2,69,2,0,-2,0,4,DIFFER
PRK,North Korea,North Korea,2000,3,0,1,4,0,1,3,4,60,3,-1,-2,0,6,DIFFER
PUR,PUR,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
QAT,Qatar,Qatar,2000,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
ROU,Romania,Romania,2000,9,11,6,26,11,6,9,26,11,-2,5,-3,0,10,DIFFER
RSA,South Africa,South Africa,2000,3,0,2,5,0,2,3,5,55,3,-2,-1,0,6,DIFFER
RUS,Russia,Russia,2000,29,32,28,89,32,28,29,89,2,-3,4,-1,0,8,DIFFER
RWA,RWA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SAM,SAM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SCG,FR Yugoslavia,FR Yugoslavia,2000,1,1,1,3,1,1,1,3,44,0,0,0,0,0,MATCH
SEN,SEN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SEY,SEY,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SGP,SGP,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SKN,SKN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SLE,SLE,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SLO,Slovenia,Slovenia,2000,0,2,0,2,2,0,0,2,36,-2,2,0,0,4,DIFFER
SMR,SMR,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SOL,SOL,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SOM,SOM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SRI,Sri Lanka,Sri Lanka,2000,0,0,1,1,0,1,0,1,64,0,-1,1,0,2,DIFFER
STP,STP,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SUD,SUD,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SUI,Switzerland,Switzerland,2000,2,1,6,9,1,6,2,9,37,1,-5,4,0,10,DIFFER
SUR,SUR,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SVK,Slovakia,Slovakia,2000,1,1,3,5,1,3,1,5,39,0,-2,2,0,4,DIFFER
SWE,Sweden,Sweden,2000,3,4,5,12,4,5,3,12,18,-1,-1,2,0,4,DIFFER
SWZ,SWZ,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SYR,SYR,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TAN,TAN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TGA,TGA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
THA,Thailand,Thailand,2000,2,1,0,3,1,0,2,3,47,1,1,-2,0,4,DIFFER
TJK,TJK,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TKM,TKM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TOG,TOG,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TPE,Chinese Taipei,Chinese Taipei,2000,4,0,1,5,0,1,4,5,58,4,-1,-3,0,8,DIFFER
TTO,Trinidad and Tobago,Trinidad and Tobago,2000,1,0,1,2,0,1,1,2,61,1,-1,0,0,2,DIFFER
TUN,TUN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TUR,Turkey,Turkey,2000,2,3,0,5,3,0,2,5,26,-1,3,-2,0,6,DIFFER
UAE,UAE,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
UGA,UGA,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
UKR,Ukraine,Ukraine,2000,10,3,10,23,3,10,10,23,21,7,-7,0,0,14,DIFFER
URU,Uruguay,Uruguay,2000,0,0,1,1,0,1,0,1,64,0,-1,1,0,2,DIFFER
USA,United States,United States,2000,31,36,24,91,37,24,32,93,1,-6,12,-8,-2,26,DIFFER
UZB,Uzbekistan,Uzbekistan,2000,2,1,1,4,1,1,2,4,43,1,0,-1,0,2,DIFFER
VAN,VAN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
VEN,VEN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
VIE,Vietnam,Vietnam,2000,0,0,1,1,0,1,0,1,64,0,-1,1,0,2,DIFFER
VIN,VIN,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
YEM,YEM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ZAM,ZAM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ZIM,ZIM,,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AFG,AFG,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AHO,AHO,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ALB,ALB,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ALG,ALG,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AND,AND,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANG,ANG,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANT,ANT,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ARG,Argentina,Argentina,2004,4,2,0,6,2,0,4,6,38,2,2,-4,0,8,DIFFER
ARM,ARM,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ARU,ARU,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ASA,ASA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AUS,Australia,Australia,2004,17,17,16,50,17,16,17,50,4,0,1,-1,0,2,DIFFER
AUT,Austria,Austria,2004,1,2,4,7,2,4,1,7,27,-1,-2,3,0,6,DIFFER
AZE,Azerbaijan,Azerbaijan,2004,4,1,0,5,1,0,4,5,50,3,1,-4,0,8,DIFFER
BAH,Bahamas,Bahamas,2004,1,1,0,2,1,0,1,2,52,0,1,-1,0,2,DIFFER
BAN,BAN,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BAR,BAR,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BDI,BDI,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BEL,Belgium,Belgium,2004,2,1,0,3,1,0,2,3,51,1,1,-2,0,4,DIFFER
BEN,BEN,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BER,BER,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BHU,BHU,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BIH,BIH,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BIZ,BIZ,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BLR,Belarus,Belarus,2004,6,2,5,13,2,5,6,13,26,4,-3,-1,0,8,DIFFER
BOL,BOL,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BOT,BOT,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BRA,Brazil,Brazil,2004,3,5,2,10,5,2,3,10,16,-2,3,-1,0,6,DIFFER
BRN,BRN,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BRU,BRU,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BUL,Bulgaria,Bulgaria,2004,9,2,1,12,2,1,9,12,33,7,1,-8,0,16,DIFFER
BUR,BUR,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAF,CAF,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAM,CAM,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAN,Canada,Canada,2004,3,3,6,12,3,6,3,12,21,0,-3,3,0,6,DIFFER
CAY,CAY,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CGO,CGO,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHA,CHA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHI,Chile,Chile,2004,1,2,0,3,2,0,1,3,39,-1,2,-1,0,4,DIFFER
CHN,China,China,2004,14,32,17,63,32,17,14,63,2,-18,15,3,0,36,DIFFER
CIV,CIV,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CMR,Cameroon,Cameroon,2004,0,1,0,1,1,0,0,1,54,-1,1,0,0,2,DIFFER
COD,COD,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COK,COK,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COL,Colombia,Colombia,2004,2,0,0,2,0,0,2,2,68,2,0,-2,0,4,DIFFER
COM,COM,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CPV,CPV,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CRC,CRC,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CRO,Croatia,Croatia,2004,2,1,2,5,1,2,2,5,44,1,-1,0,0,2,DIFFER
CUB,Cuba,Cuba,2004,11,9,7,27,9,7,11,27,11,2,2,-4,0,8,DIFFER
CYP,CYP,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CZE,Czech Republic,Czech Republic,2004,5,1,3,9,1,3,5,9,42,4,-2,-2,0,8,DIFFER
DEN,Denmark,Denmark,2004,5,2,1,8,2,1,5,8,34,3,1,-4,0,8,DIFFER
DMA,DMA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
DOM,Dominican Republic,Dominican Republic,2004,0,1,0,1,1,0,0,1,54,-1,1,0,0,2,DIFFER
ECU,ECU,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
EGY,Egypt,Egypt,2004,3,1,1,5,1,1,3,5,46,2,0,-2,0,4,DIFFER
ERI,Eritrea,Eritrea,2004,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
ESA,ESA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ESP,Spain,Spain,2004,6,3,11,20,3,11,6,20,20,3,-8,5,0,16,DIFFER
EST,Estonia,Estonia,2004,2,0,1,3,0,1,2,3,64,2,-1,-1,0,4,DIFFER
ETH,Ethiopia,Ethiopia,2004,2,2,3,7,2,3,2,7,28,0,-1,1,0,2,DIFFER
FIJ,FIJ,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
FIN,Finland,Finland,2004,0,0,2,2,0,2,0,2,61,0,-2,2,0,4,DIFFER
FRA,France,France,2004,13,11,9,33,11,9,13,33,7,2,2,-4,0,8,DIFFER
FSM,FSM,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GAB,GAB,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GAM,GAM,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GBR,Great Britain,Great Britain,2004,12,9,9,30,9,9,12,30,10,3,0,-3,0,6,DIFFER
GBS,GBS,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GEO,Georgia,Georgia,2004,0,2,2,4,2,2,0,4,32,-2,0,2,0,4,DIFFER
GEQ,GEQ,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GER,Germany,Germany,2004,20,13,16,49,13,16,20,49,6,7,-3,-4,0,14,DIFFER
GHA,GHA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GRE,Greece,Greece,2004,4,6,6,16,6,6,4,16,15,-2,0,2,0,4,DIFFER
GRN,GRN,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUA,GUA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUI,GUI,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUM,GUM,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUY,GUY,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HAI,HAI,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HKG,Hong Kong,Hong Kong,2004,0,0,1,1,0,1,0,1,65,0,-1,1,0,2,DIFFER
HON,HON,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HUN,Hungary,Hungary,2004,3,8,6,17,8,6,3,17,12,-5,2,3,0,10,DIFFER
INA,Indonesia,Indonesia,2004,2,1,1,4,1,1,2,4,48,1,0,-1,0,2,DIFFER
IND,India,India,2004,0,0,1,1,0,1,0,1,65,0,-1,1,0,2,DIFFER
IRI,Iran,Iran,2004,2,2,2,6,2,2,2,6,29,0,0,0,0,0,MATCH
IRL,IRL,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
IRQ,IRQ,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISL,ISL,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISR,Israel,Israel,2004,1,1,0,2,1,0,1,2,52,0,1,-1,0,2,DIFFER
ISV,ISV,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ITA,Italy,Italy,2004,11,10,11,32,10,11,11,32,8,1,-1,0,0,2,DIFFER
IVB,IVB,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JAM,Jamaica,Jamaica,2004,2,2,1,5,2,1,2,5,35,0,1,-1,0,2,DIFFER
JOR,JOR,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JPN,Japan,Japan,2004,12,16,9,37,16,9,12,37,5,-4,7,-3,0,14,DIFFER
KAZ,Kazakhstan,Kazakhstan,2004,3,1,4,8,1,4,3,8,40,2,-3,1,0,6,DIFFER
KEN,Kenya,Kenya,2004,2,1,4,7,1,4,2,7,41,1,-3,2,0,6,DIFFER
KGZ,KGZ,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KIR,KIR,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KOR,South Korea,South Korea,2004,9,9,12,30,9,12,9,30,9,0,-3,3,0,6,DIFFER
KSA,KSA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KUW,KUW,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LAO,LAO,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LAT,Latvia,Latvia,2004,0,0,4,4,0,4,0,4,58,0,-4,4,0,8,DIFFER
LBA,LBA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBR,LBR,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LCA,LCA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LES,LES,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIB,LIB,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIE,LIE,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LTU,Lithuania,Lithuania,2004,0,1,2,3,1,2,0,3,45,-1,-1,2,0,4,DIFFER
LUX,LUX,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAD,MAD,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAR,Morocco,Morocco,2004,0,2,1,3,2,1,0,3,37,-2,1,1,0,4,DIFFER
MAS,MAS,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAW,MAW,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MDA,MDA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MDV,MDV,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MEX,Mexico,Mexico,2004,1,0,3,4,0,3,1,4,59,1,-3,2,0,6,DIFFER
MGL,Mongolia,Mongolia,2004,1,0,0,1,0,0,1,1,71,1,0,-1,0,2,DIFFER
MKD,MKD,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLI,MLI,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLT,MLT,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MON,MON,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MOZ,MOZ,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MRI,MRI,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MTN,MTN,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MYA,MYA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NAM,NAM,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NCA,NCA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NED,Netherlands,Netherlands,2004,9,4,9,22,4,9,9,22,18,5,-5,0,0,10,DIFFER
NEP,NEP,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NGR,Nigeria,Nigeria,2004,2,0,0,2,0,0,2,2,68,2,0,-2,0,4,DIFFER
NIG,NIG,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NOR,Norway,Norway,2004,1,5,0,6,5,0,1,6,17,-4,5,-1,0,10,DIFFER
NRU,NRU,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NZL,New Zealand,New Zealand,2004,0,3,2,5,3,2,0,5,24,-3,1,2,0,6,DIFFER
OMA,OMA,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAK,PAK,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAN,PAN,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAR,Paraguay,Paraguay,2004,0,0,1,1,0,1,0,1,65,0,-1,1,0,2,DIFFER
PER,PER,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PHI,PHI,,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
